INSTNM,CITY,STABBR,ZIP,INSTURL,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG_ALL
Fortis Institute-Baltimore,Baltimore,MD,21244,www.fortis.edu,39.309556,-76.749455,NULL,NULL
The Art Institute of Charleston,Charleston,SC,29401,www.artinstitutes.edu/charleston,32.781424,-79.926971,NULL,NULL
Argosy University-The Art Institute of California-Sacramento,Sacramento,CA,95833,www.artinstitutes.edu/sacramento/,38.62211,-121.519083,NULL,NULL
Blue Cliff College-Fayetteville,Fayetteville,AR,72703,bluecliffcollege.com,36.11393,-94.144491,NULL,NULL
Blue Cliff College-Alexandria,Alexandria,LA,71301,bluecliffcollege.edu,31.275718,-92.47662,NULL,NULL
Ultimate Medical Academy-Tampa,Tampa,FL,33612-7237,www.ultimatemedical.edu,28.035202,-82.4573,NULL,NULL
Beauty Schools of America-North Miami Beach,North Miami Beach,FL,33162,www.bsa.edu,25.926365,-80.163613,NULL,NULL
Virginia College-Biloxi,Biloxi,MS,39532,www.vc.edu,30.444238,-88.93227,NULL,NULL
ITT Technical Institute-St Petersburg,Tampa,FL,33634,www.itt-tech.edu,27.98277,-82.547431,NULL,NULL
ITT Technical Institute-Baton Rouge,Baton Rouge,LA,70817,www.itt-tech.edu,30.36585,-91.024815,0.9479,NULL
ITT Technical Institute-Columbia,Columbia,SC,29210,www.itt-tech.edu,34.03282,-81.104851,0.9615,NULL
ITT Technical Institute-Wichita,Wichita,KS,67226,www.itt-tech.edu,37.74162,-97.242461,0.7912,NULL
ITT Technical Institute-Atlanta,Atlanta,GA,30349,www.itt-tech.edu,33.612408,-84.405422,0.8478,NULL
ITT Technical Institute-Mobile,Mobile,AL,36606,www.itt-tech.edu,30.668032,-88.119728,0.7461,NULL
ITT Technical Institute-Chattanooga,Chattanooga,TN,37411,www.itt-tech.edu,35.009886,-85.215739,0.8824,NULL
ITT Technical Institute-South Bend,South Bend,IN,46635,www.itt-tech.edu,41.711631,-86.20392,0.9275,NULL
Virginia College-Chattanooga,Chattanooga,TN,37411,www.vc.edu,35.007264,-85.210544,NULL,NULL
Strayer University-Delaware,Newark,DE,19713,www.strayer.edu/delaware/christiana,39.6862,-75.659921,NULL,NULL
Brite Divinity School,Fort Worth,TX,76129,www.brite.edu,32.709543,-97.361561,NULL,1220
Strayer University-Alabama,Birmingham,AL,35243,www.strayer.edu/alabama/birmingham,33.43873,-86.717661,NULL,NULL
Brown Aveda Institute-Rocky River,Rocky River,OH,44116,www.brownaveda.com,41.482182,-81.837528,NULL,NULL
Clary Sage College,Tulsa,OK,74145,www.clarysagecollege.com,36.117058,-95.903835,NULL,NULL
Broadview University-Layton,Layton,UT,84041,www.broadviewuniversity.edu/,41.068684,-111.981552,NULL,NULL
International Academy of Design and Technology-Sacramento,Sacramento,CA,95834,www.iadt.edu/sacramento,38.655362,-121.520835,NULL,NULL
University of Phoenix-Alabama,Birmingham,AL,35242-2982,www.phoenix.edu,33.417172,-86.683445,NULL,NULL
Sanford-Brown College-San Antonio,San Antonio,TX,78229,www.sanfordbrown.edu/san-antonio,29.518459,-98.557972,NULL,NULL
University of Phoenix-Washington DC,Washington,DC,20001-1431,www.phoenix.edu,38.897855,-77.009974,NULL,NULL
Argosy University-Inland Empire,Ontario,CA,91761,www.argosy.edu/locations/inland-empire,34.06641,-117.578381,NULL,NULL
Argosy University-Nashville,Nashville,TN,37214,www.argosy.edu/nashville/,36.154664,-86.634674,NULL,NULL
Argosy University-San Diego,San Diego,CA,92108,www.argosy.edu/sandiego,32.775512,-117.158047,NULL,NULL
Rasmussen College-Wisconsin,Green Bay,WI,54303-2349,rasmussen.edu,44.526244,-88.080783,NULL,NULL
Empire Beauty School-Lisle,Lisle,IL,60532,www.empire.edu,41.779137,-88.107234,NULL,NULL
Empire Beauty School-Richmond,Richmond,VA,23294,www.empire.edu,37.636022,-77.548933,NULL,NULL
Empire Beauty School-North Hills,Pittsburgh,PA,15237,www.empire.edu,40.520206,-80.004989,NULL,NULL
Empire Beauty School-Concord,Concord,NC,28027,www.empire.edu,35.364501,-80.713322,NULL,NULL
Lexington Healing Arts Academy,Lexington,KY,40503,www.lexingtonhealingarts.com,38.014223,-84.522569,NULL,NULL
Empire Beauty School-Hooksett,Hooksett,NH,3106,www.empirebeautyschools.com,43.056383,-71.441338,NULL,NULL
The Institute of Beauty and Wellness,Milwaukee,WI,53202-0000,www.ibw.edu,43.035096,-87.90648,NULL,NULL
InterCoast Colleges-Carson,Carson,CA,90745,www.intercoast.edu,33.833177,-118.259112,NULL,NULL
InterCoast Career Institute-South Portland,Granada Hills,CA,91394,www.intercoast.edu,43.638368,-70.357301,NULL,NULL
Carrington College-Stockton,Stockton,CA,95207,www.carrington.edu,37.998992,-121.323199,0.9773,NULL
Carrington College-Citrus Heights,Citrus Heights,CA,95621,www.carrington.edu,38.679983,-121.29421,0.9833,NULL
Trend Barber College,Houston,TX,77090-3700,trendbarbercollege.com,30.013479,-95.449968,NULL,NULL
Euphoria Institute of Beauty Arts & Sciences-Summerlin,Las Vegas,NV,89117,www.lincolnedu.com/campus/las-vegas-summerlin-nv,36.147416,-115.300578,NULL,NULL
Euphoria Institute of Beauty Arts & Sciences-Green Valley,Henderson,NV,89052,www.lincolnedu.com/campus/henderson-green-valley-nv,35.991238,-115.102942,NULL,NULL
Empire Beauty School-Portsmouth,Portsmouth,NH,3801,www.empirebeautyschools.com/,43.033092,-70.782274,NULL,NULL
LIU Riverhead,Riverhead,NY,11901-3499,liu.edu/Riverhead,40.876143,-72.6991,NULL,1010
Regency Beauty Institute-Lakewood,Lakewood,CO,80226,www.regency.edu,39.717471,-105.079689,NULL,NULL
Regency Beauty Institute-Westminster,Westminster,CO,80031,www.regency.edu,39.85815,-105.0727,NULL,NULL
Regency Beauty Institute-Avon,Indianapolis,IN,46214,www.regency.edu,39.765479,-86.306757,NULL,NULL
Regency Beauty Institute-Joliet,Joliet,IL,60431,www.regency.edu,41.576664,-88.161333,NULL,NULL
Regency Beauty Institute-Rockford,Rockford,IL,61108,www.regency.edu,42.264469,-88.982031,NULL,NULL
Regency Beauty Institute-Greenfield,Greenfield,WI,53220,www.regency.edu,42.959163,-88.012889,NULL,NULL
Regency Beauty Institute-East Tucson,Tucson,AZ,85710,www.regency.edu,32.22229,-110.838125,NULL,NULL
Regency Beauty Institute-Tri-County,Springdale,OH,45246,www.regency.edu,39.286126,-84.464046,NULL,NULL
Regency Beauty Institute-Eastgate,Cincinnati,OH,45245,www.regency.edu,39.096687,-84.275642,NULL,NULL
Regency Beauty Institute-Topeka,Topeka,KS,66604,www.regency.edu,39.031146,-95.760864,NULL,NULL
Columbia Southern University,Orange Beach,AL,36561-9000,www.columbiasouthern.edu,30.330964,-87.652505,NULL,NULL
Arizona Summit Law School,Phoenix,AZ,85004,www.azsummitlaw.edu,33.44871,-112.073152,NULL,NULL
Arizona Culinary Institute,Scottsdale,AZ,85259,www.azculinary.edu,33.581935,-111.831237,NULL,NULL
InfoTech Career College,Paramount,CA,90723-5258,www.infotech.edu,33.88973,-118.150161,NULL,NULL
Trident University International,Cypress,CA,90630-5041,www.trident.edu/,33.805244,-118.034759,0.9615,NULL
Coastline Beauty College,Fountain Valley,CA,92708,www.coastlinebeauty.edu,33.72854,-117.920951,NULL,NULL
Career College Consultants,Los Angeles,CA,90041,career-college.edu/,34.14257,-118.223191,NULL,NULL
Montessori Casa International,Denver,CO,80230,www.mcidenver.edu,39.721005,-104.899052,NULL,NULL
Branford Academy of Hair and Cosmetology,Branford,CT,6405,www.branfordacademy.com,41.2763,-72.853601,NULL,NULL
Academy of Massage and Bodywork,Bear,DE,19701,www.massage-academy.com,39.628597,-75.667515,NULL,NULL
Digital Media Arts College,Boca Raton,FL,33487,www.dmac.edu,26.39558,-80.110711,NULL,NULL
Academy for Five Element Acupuncture,Gainesville,FL,32601,www.acupuncturist.edu,29.650075,-82.321994,NULL,NULL
Academy of Career Training,Kissimmee,FL,34741,academyofcareertraining.com,28.306092,-81.439569,NULL,NULL
Miami Regional University,Miami Springs,FL,33166,www.mru.edu,25.77743,-80.264501,NULL,NULL
Paul Mitchell the School-Miami,Miami,FL,33156,paulmitchell.edu/miami,25.686486,-80.313374,NULL,NULL
Wolford College,Naples,FL,34108,www.wolford.edu/,26.268251,-81.791959,NULL,NULL
Aveda Institute-South Florida,Davie,FL,33328,www.aisouth.com,26.044561,-80.251738,NULL,NULL
Aveda Institute-Tallahassee,Tallahassee,FL,32304,www.aisouth.com,30.442008,-84.319052,NULL,NULL
Shear Excellence Hair Academy,Tampa,FL,33614,shearexcellhairacademy.org,28.025521,-82.502609,NULL,NULL
Carlson College of Massage Therapy,Anamosa,IA,52205,www.carlsoncollege.com,42.103958,-91.356196,NULL,NULL
SOLEX Medical Academy,Chicago,IL,60601-3608,massage.solex.edu/,41.88541,-87.627071,NULL,NULL
MyComputerCareer.com-Indianapolis,Indianapolis,IN,46278,www.MyComputerCareer.edu,39.91706,-86.220031,NULL,NULL
Z Hair Academy,Overland Park,KS,66223,www.zhairacademy.com/,38.939914,-95.262052,NULL,NULL
DiGrigoli School of Cosmetology,West Springfield,MA,1089,www.digrigoli.com,42.14632,-72.630273,NULL,NULL
Millennium Training Institute,Woburn,MA,1801,www.millennium.edu,42.495839,-71.127076,NULL,NULL
Elevate Salon Institute,Clinton Township,MI,48036,gallerycollegeofbeauty.com,42.577735,-82.884196,NULL,NULL
Lakewood School of Therapeutic Massage,Port Huron,MI,48060,lakewoodschool.com,42.972344,-82.425648,NULL,NULL
The Salon Spa Academy,Battle Creek,MI,49015,www.thesalonspaacademy.com,42.29746,-85.223862,NULL,NULL
Academy of Hair Design-Springfield,Springfield,MO,65804,aohd.com/,37.179756,-93.263613,NULL,NULL
Corinth Academy of Cosmetology,Corinth,MS,38834,corinthacademyofcosmetology.net,34.934036,-88.520546,NULL,NULL
Southeastern Institute-Charlotte,Charlotte,NC,28217,www.southeasterninstitute.com,35.16764,-80.887311,NULL,NULL
Gentle Healing School of Massage,Cranbury,NJ,8512,www.gentlehealingschool.com,40.319144,-74.507261,NULL,NULL
Yeshivas Be'er Yitzchok,Elizabeth,NJ,7208,www.elizabethkollel.org/,40.682465,-74.213255,0.2286,NULL
Yeshiva Toras Chaim,Lakewood,NJ,8701,ytclakewood.com,40.098692,-74.182143,1,NULL
Talmudical Seminary of Bobov,Brooklyn,NY,11219,independentrabbinicalcolleges.com,40.634729,-73.995267,0.9701,NULL
New York Methodist Hospital Center for Allied Health Education,Brooklyn,NY,11229,www.cahe.edu,40.608669,-73.959024,NULL,NULL
Monroe 2 Orleans BOCES-Center for Workforce Development,Rochester,NY,14624,www.monroe2cwd.edu,43.152828,-77.743851,NULL,NULL
Aveda Fredric's Institute-Cincinnati,West Chester,OH,45069,www.avedafi.edu,39.35481,-84.361571,NULL,NULL
MyComputerCareer.com-Columbus,Westerville,OH,43082,www.mycomputercareer.edu,40.145779,-82.943182,NULL,NULL
CDE Career Institute,Tannersville,PA,18372,www.cde.edu,41.034783,-75.302804,NULL,NULL
Instituto Educativo Premier,Ponce,PR,730,premierponce.net/,18.01291,-66.611494,NULL,NULL
Charleston School of Law,Charleston,SC,29403,www.charlestonlaw.edu/,32.790803,-79.938087,NULL,NULL
Elite College of Cosmetology,Lexington,TN,38351,www.elitecollegeofcosmetology.com,35.657847,-88.409239,NULL,NULL
Memphis Institute of Barbering,Memphis,TN,38107,www.thebarberschool.edu,35.158149,-90.014448,NULL,NULL
Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,77803,www.manuelandtheresasschoolofhair.com/,30.675408,-96.373463,NULL,NULL
Southwest University at El Paso,El Paso,TX,79925,southwestuniversity.edu,31.788352,-106.413168,NULL,NULL
Paul Mitchell the School-Austin,Austin,TX,78759,https://paulmitchell.edu/austin,30.38632,-97.742121,NULL,NULL
Aveda Institute-Provo,Provo,UT,84601,avedainstituteprovo.com/,40.23664,-111.658664,NULL,NULL
Dixie Applied Technology College,Saint George,UT,84770,dxatc.edu/,37.082803,-113.606286,NULL,NULL
Dominion School of Hair Design,Gloucester Point,VA,23062,www.dominionschoolofhairdesign.com,37.259953,-76.493641,NULL,NULL
Victoria's Academy of Cosmetology,Kennewick,WA,99336,victoriasacademy.com,46.208886,-119.122296,NULL,NULL
Inland Massage Institute,Spokane,WA,99218-1257,www.inlandmassage.com/School.htm,47.7443,-117.397181,NULL,NULL
Sunnyside Beauty Academy,Sunnyside,WA,98944,sunnysidebeautyacademy.com,46.324684,-119.986499,NULL,NULL
Wisconsin Academy,Peshtigo,WI,54157,peshtigo.paulmitchell.edu,45.054091,-87.727785,NULL,NULL
The Art Institute of Pittsburgh-Online Division,Pittsburgh,PA,15222-4332,www.aionline.edu/,40.43748,-79.999455,NULL,NULL
University of South Florida-Sarasota-Manatee,Sarasota,FL,34243-2049,usfsm.edu/,27.391766,-82.562951,0.336,1167
Brown Mackie College-Indianapolis,Indianapolis,IN,46204,www.brownmackie.edu,39.783638,-86.157795,NULL,NULL
CollegeAmerica-Cheyenne,Cheyenne,WY,82009,www.collegeamerica.edu,41.175818,-104.827868,NULL,NULL
Paul Mitchell the School-San Antonio,San Antonio,TX,78229,paulmitchell.edu/sanantonio,29.49089,-98.584831,NULL,NULL
Centro de Estudios Multidisciplinarios-Bayamon,Bayamón,PR,961,www.cempr.edu,18.398812,-66.155641,NULL,NULL
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,53226,www.bryantstratton.edu,43.043215,-88.050983,NULL,NULL
Minnesota School of Business-Blaine,Blaine,MN,55449,www.msbcollege.edu/,45.160645,-93.168177,NULL,NULL
The Art Institute of Michigan,Novi,MI,48377-2985,www.artinstitutes.edu/detroit/,42.498643,-83.442576,NULL,NULL
The Art Institute of Austin,Austin,TX,78728,www.artinstitutes.edu/austin/,30.479556,-97.676358,NULL,NULL
Argosy University-The Art Institute of California-Silicon Valley,Sunnyvale,CA,94086,www.artinstitutes.edu/silicon-valley/,37.37317,-121.99938,NULL,NULL
Remington College-Houston Southeast Campus,Webster,TX,77598,www.remingtoncollege.edu/houston-career-schools-overview,29.52314,-95.12426,0.7513,NULL
Remington College-Shreveport Campus,Shreveport,LA,71101,www.remingtoncollege.edu/shreveport-career-school-overview,32.403166,-93.793578,0.7179,NULL
National American University-Austin,Austin,TX,78727-1208,www.national.edu/locations/campuses/austin/,30.43869,-97.697651,NULL,NULL
National American University-Wichita,Wichita,KS,67206-1097,www.national.edu/locations/campuses/wichita/,37.722498,-97.251731,NULL,NULL
Fortis College-Landover,Landover,MD,20785-2223,www.fortiscollege.edu,38.949933,-76.866393,NULL,NULL
Jenny Lea Academy of Cosmetology,Johnson City,TN,37601,www.jennyleaacademy.com,36.32439,-82.354566,NULL,NULL
ITT Technical Institute-Madison,Madison,AL,35758,www.itt-tech.edu,34.673838,-86.761493,0.6818,NULL
ITT Technical Institute-Clive,Clive,IA,50325,www.itt-tech.edu,41.609177,-93.77785,0.9792,NULL
ITT Technical Institute-Columbus,Columbus,OH,43232,www.itt-tech.edu,39.934326,-82.869711,0.75,NULL
ITT Technical Institute-Phoenix,Phoenix,AZ,85021,www.itt-tech.edu,33.578675,-112.114931,0.8846,NULL
ITT Technical Institute-Madison,Madison,WI,53713,www.itt-tech.edu,43.036277,-89.380335,0.8814,NULL
ITT Technical Institute-High Point,High Point,NC,27265,www.itt-tech.edu,36.051087,-79.95817,0.6638,NULL
The Hair Academy,Bismarck,ND,58501,thehairacademynd.com,46.805954,-100.760039,NULL,NULL
The Art Institutes International-Kansas City,Lenexa,KS,66214-1625,www.artinstitutes.edu/kansascity/,38.979003,-94.709655,NULL,NULL
The Art Institute of Raleigh-Durham,Durham,NC,27701,www.artinstitutes.edu/raleigh-durham,35.992754,-78.904709,NULL,NULL
Le Cordon Bleu College of Culinary Arts-Sacramento,Sacramento,CA,95834,www.chefs.edu/Sacramento,38.655362,-121.521168,NULL,NULL
Le Cordon Bleu College of Culinary Arts-Seattle,Tukwila,WA,98188,www.chefs.edu/seattle,47.45122,-122.25504,NULL,NULL
Le Cordon Bleu College of Culinary Arts-Cambridge,Cambridge,MA,2142,www.chefs.edu/boston,42.364249,-71.078675,NULL,NULL
Le Cordon Bleu College of Culinary Arts-Dallas,Dallas,TX,75234,www.chefs.edu/dallas,32.91172,-96.87129,NULL,NULL
Ross Medical Education Center-New Baltimore,New Baltimore,MI,48047,www.rosseducation.edu,42.676866,-82.751187,NULL,NULL
Ross College-Sylvania,Sylvania,OH,43560,www.rosseducation.edu,41.710885,-83.680875,NULL,NULL
Argosy University-Salt Lake City,Draper,UT,84020,www.argosy.edu/locations/salt-lake-city,40.534344,-111.895536,NULL,NULL
Escuela De Troqueleria Y Herramentaje,Bayamon,PR,959,escuelatroqueleria.jimdo.com,18.372112,-66.14229,NULL,NULL
Virginia College-Montgomery,Montgomery,AL,36117-2800,www.vc.edu,32.382138,-86.193497,NULL,NULL
Fortis Institute-Nashville,Nashville,TN,37211,www.fortis.edu,36.153255,-86.810737,NULL,NULL
Beckfield College-Tri-County,Springdale,OH,45246,www.beckfield.edu,39.296683,-84.481426,NULL,NULL
Elite Welding Academy LLC,Cincinnati,OH,45246-1013,www.eliteweldingacademy.com,39.31458,-84.468531,NULL,NULL
Galen College of Nursing-Cincinnati,Cincinnati,OH,45241,www.galencollege.edu/cincinnati,39.283693,-84.365946,NULL,NULL
Pinnacle Career Institute-North Kansas City,Kansas City,MO,64153,www.pcitraining.edu,39.301199,-94.684474,NULL,NULL
Strayer University-North Carolina,Morrisville,NC,27560,www.strayer.edu/north-carolina/rtp,35.86518,-78.822371,NULL,NULL
Strayer University-New Jersey,Cherry Hill,NJ,8002,www.strayer.edu/new-jersey/cherry-hill,39.93909,-75.016011,NULL,NULL
American National University-Dayton,Kettering,OH,45420,https://www.an.edu/locations/dayton-oh/,39.700131,-84.126973,NULL,NULL
American National University-Youngstown,Youngstown,OH,44505,https://www.an.edu/locations/youngstown-oh/,41.144911,-80.663894,NULL,NULL
American National University-Cincinnati,Cincinnati,OH,45237,https://www.an.edu/locations/cincinnati-oh/,39.190562,-84.473719,NULL,NULL
Harris School of Business-Hamilton Campus,Hamilton,NJ,8619,harrisschool.edu,40.259627,-74.676809,NULL,NULL
Empire Beauty School-Eden Prairie,Eden Prairie,MN,55344,www.empire.edu,44.865037,-93.441627,NULL,NULL
Ohio Business College-Hilliard,Hilliard,OH,43026,www.ohiobusinesscollege.edu,40.047545,-83.124268,NULL,NULL
The Ohio Media School-Columbus,Columbus,OH,43213,beonair.com/locations/columbus,39.955294,-82.8554,NULL,NULL
Ohio Medical Career College,Dayton,OH,45417,www.omcc.edu,39.742339,-84.195816,NULL,NULL
Ohio Technical College-PowerSport Institute,North Randall,OH,44128,www.ohiotech.edu/powersportinstitute/,41.433065,-81.532953,NULL,NULL
Toledo Restaurant Training Center,Sylvania,OH,43560,www.trtc.org,41.67803,-83.627071,NULL,NULL
The King's College,New York,NY,10004,www.tkc.edu,40.639967,-74.117851,0.3958,1181
Chamberlain College of Nursing-Illinois,Addison,IL,60101,www.chamberlain.edu,41.949727,-88.038558,0.68,NULL
Chamberlain College of Nursing-Ohio,Columbus,OH,43209,www.chamberlain.edu,39.940449,-82.940493,0.7838,NULL
Chamberlain College of Nursing-Arizona,Phoenix,AZ,85021,www.chamberlain.edu,33.56573,-112.104421,0.6,NULL
Career Quest Learning Centers-Jackson,Jackson,MI,48901,www.careerquest.edu,42.246771,-84.402591,NULL,NULL
Regency Beauty Institute-Fort Collins,Fort Collins,CO,80528,www.regency.edu,40.523747,-105.03705,NULL,NULL
Regency Beauty Institute-Tolleson,Phoenix,AZ,85033,www.regency.edu,33.480712,-112.227686,NULL,NULL
Regency Beauty Institute-Pasadena,Pasadena,TX,77505,www.regency.edu,29.649621,-95.149433,NULL,NULL
Regency Beauty Institute-Dayton,Dayton,OH,45459,www.regency.edu,39.632758,-84.207961,NULL,NULL
Regency Beauty Institute-Akron,Akron,OH,44310-0000,www.regency.edu,41.127355,-81.606582,NULL,NULL
Regency Beauty Institute-Detroit Southgate,Southgate,MI,48195,www.regency.edu,42.197891,-83.214491,NULL,NULL
Regency Beauty Institute-Flint,Flint,MI,48507,www.regency.edu,42.979981,-83.759526,NULL,NULL
Regency Beauty Institute-Grand Rapids,Walker,MI,49544,www.regency.edu,43.027986,-85.690859,NULL,NULL
Regency Beauty Institute-Cypresswood,Spring,TX,77373,www.regency.edu,30.053717,-95.43141,NULL,NULL
Bryan University,Rogers,AR,72756,www.bryanu.edu,36.334163,-94.17008,NULL,NULL
